id,year,revtotal,member,overallaccountscore,activitysum,revperstudent,diststudachievescore,diststudentgrowthscore,pctlep,pctwhite,pctswd,pctecondisad,insttype,largegroupby,groupbyvalue,groupcount,studentcount,schoolname,initenroll,instloc,instlevel
7,2017-18,9963425.41,771,76.3,553604,12922.73075226978,50.6,69.9,0.308,0.493,0.13,0.685,Public,All Students,All Students,31,12,Abbotsford Middle/Senior High,First Fall,In-State,2-Year
7,2017-18,9963425.41,771,76.3,553604,12922.73075226978,50.6,69.9,0.308,0.493,0.13,0.685,Public,All Students,All Students,31,6,Abbotsford Middle/Senior High,First Fall,In-State,4-Year
7,2017-18,9963425.41,771,76.3,553604,12922.73075226978,50.6,69.9,0.308,0.493,0.13,0.685,Public,All Students,All Students,31,4,Abbotsford Middle/Senior High,First Fall,In-State,Multiple
7,2017-18,9963425.41,771,76.3,553604,12922.73075226978,50.6,69.9,0.308,0.493,0.13,0.685,Public,All Students,All Students,31,3,Abbotsford Middle/Senior High,Second Fall,In-State,2-Year
7,2017-18,9963425.41,771,76.3,553604,12922.73075226978,50.6,69.9,0.308,0.493,0.13,0.685,Public,All Students,All Students,31,1,Abbotsford Middle/Senior High,Second Fall,In-State,4-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,8,Adams-Friendship High,First Fall,In-State,2-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,11,Adams-Friendship High,First Fall,In-State,4-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,6,Adams-Friendship High,First Fall,In-State,Multiple
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,1,Adams-Friendship High,First Fall,Multiple,4-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,2,Adams-Friendship High,First Fall,Multiple,Multiple
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,1,Adams-Friendship High,First Fall,Out-of-State,2-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,3,Adams-Friendship High,Later Enrollment,In-State,2-Year
14,2017-18,24016491.94,1663,60.2,769356,14441.666831028262,45.1,44.2,0.01,0.883,0.214,0.623,Public,All Students,All Students,39,1,Adams-Friendship High,Second Fall,In-State,2-Year
63,2017-18,6700065.25,417,65.1,317444,16067.302757793765,55.3,54.6,0.015,0.922,0.145,0.373,Public,All Students,All Students,19,7,Albany High,First Fall,In-State,2-Year
63,2017-18,6700065.25,417,65.1,317444,16067.302757793765,55.3,54.6,0.015,0.922,0.145,0.373,Public,All Students,All Students,19,7,Albany High,First Fall,In-State,4-Year
63,2017-18,6700065.25,417,65.1,317444,16067.302757793765,55.3,54.6,0.015,0.922,0.145,0.373,Public,All Students,All Students,19,3,Albany High,First Fall,In-State,Multiple
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,10,Algoma High,First Fall,In-State,2-Year
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,17,Algoma High,First Fall,In-State,4-Year
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,3,Algoma High,First Fall,In-State,Multiple
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,2,Algoma High,First Fall,Out-of-State,4-Year
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,1,Algoma High,Later Enrollment,In-State,2-Year
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,1,Algoma High,Later Enrollment,Out-of-State,2-Year
70,2017-18,9247438.45,733,72.8,553504,12615.877830832196,65.8,67.9,0.027,0.894,0.159,0.413,Public,All Students,All Students,42,1,Algoma High,Second Fall,In-State,2-Year
84,2017-18,3695207.77,219,71,222466.71,16873.09484018265,64.4,60.3,0,0.921,0.178,0.314,Public,All Students,All Students,7,4,Alma High,First Fall,In-State,4-Year
84,2017-18,3695207.77,219,71,222466.71,16873.09484018265,64.4,60.3,0,0.921,0.178,0.314,Public,All Students,All Students,7,1,Alma High,First Fall,Out-of-State,4-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,3,Lincoln Jr/Sr High School,First Fall,In-State,2-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,5,Lincoln Jr/Sr High School,First Fall,In-State,4-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,6,Lincoln Jr/Sr High School,First Fall,In-State,Multiple
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,1,Lincoln Jr/Sr High School,First Fall,Multiple,4-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,1,Lincoln Jr/Sr High School,First Fall,Multiple,Multiple
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,2,Lincoln Jr/Sr High School,First Fall,Out-of-State,4-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,4,Lincoln Jr/Sr High School,Later Enrollment,In-State,2-Year
91,2017-18,8747010.55,554,71.2,415767,15788.82770758123,62.9,64.2,0.059,0.817,0.15,0.536,Public,All Students,All Students,25,1,Lincoln Jr/Sr High School,Second Fall,In-State,2-Year
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,1,Almond-Bancroft High,First Fall,In-State,2-Year
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,7,Almond-Bancroft High,First Fall,In-State,4-Year
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,2,Almond-Bancroft High,First Fall,In-State,Multiple
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,1,Almond-Bancroft High,First Fall,Multiple,2-Year
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,1,Almond-Bancroft High,First Fall,Out-of-State,2-Year
105,2017-18,6424496.28,454,65.9,324032.42,14150.872863436123,57.2,61.3,0.131,0.761,0.174,0.471,Public,All Students,All Students,13,1,Almond-Bancroft High,First Fall,Out-of-State,Multiple
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,12,Altoona High,First Fall,In-State,2-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,20,Altoona High,First Fall,In-State,4-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,8,Altoona High,First Fall,In-State,Multiple
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,3,Altoona High,First Fall,Multiple,4-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,2,Altoona High,First Fall,Multiple,Multiple
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,1,Altoona High,First Fall,Out-of-State,2-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,4,Altoona High,First Fall,Out-of-State,4-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,2,Altoona High,Later Enrollment,In-State,2-Year
112,2017-18,20340809,1513,81.4,839942,13444.02445472571,71.9,84.1,0.025,0.837,0.132,0.382,Public,All Students,All Students,73,6,Altoona High,Second Fall,In-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,12,Amery High,First Fall,In-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,19,Amery High,First Fall,In-State,4-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,4,Amery High,First Fall,In-State,Multiple
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,6,Amery High,First Fall,Multiple,Multiple
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,2,Amery High,First Fall,Out-of-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,11,Amery High,First Fall,Out-of-State,4-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,First Fall,Out-of-State,Multiple
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Later Enrollment,Out-of-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Second Fall,In-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Second Fall,In-State,4-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Second Fall,Multiple,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Second Fall,Out-of-State,2-Year
119,2017-18,23378308.79,1642,76.4,911767,14237.703282582217,74.6,78.4,0.005,0.916,0.127,0.336,Public,All Students,All Students,73,1,Amery High,Second Fall,Out-of-State,4-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,42,Antigo High,First Fall,In-State,2-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,47,Antigo High,First Fall,In-State,4-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,9,Antigo High,First Fall,In-State,Multiple
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,3,Antigo High,First Fall,Multiple,4-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,3,Antigo High,First Fall,Multiple,Multiple
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,1,Antigo High,First Fall,Out-of-State,2-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,4,Antigo High,First Fall,Out-of-State,4-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,1,Antigo High,Later Enrollment,In-State,2-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,6,Antigo High,Second Fall,In-State,2-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,1,Antigo High,Second Fall,In-State,4-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,137,2,Antigo High,Second Fall,In-State,Multiple
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,6,3,Rural Virtual Academy,First Fall,In-State,2-Year
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,6,1,Rural Virtual Academy,First Fall,In-State,Multiple
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,6,1,Rural Virtual Academy,First Fall,Multiple,Multiple
140,2017-18,30088795.55,2400,66.2,1039412,12536.998145833333,54.7,60.3,0.018,0.883,0.169,0.504,Public,All Students,All Students,6,1,Rural Virtual Academy,Later Enrollment,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,First Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,Later Enrollment,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,7,1,Appleton eSchool,Second Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,16,9,Appleton Technical Academy,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,16,2,Appleton Technical Academy,Later Enrollment,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,16,1,Appleton Technical Academy,Later Enrollment,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,16,3,Appleton Technical Academy,Second Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,16,1,Appleton Technical Academy,Second Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,67,East High,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,80,East High,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,16,East High,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,3,East High,First Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,13,East High,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,4,East High,First Fall,Out-of-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,4,East High,First Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,5,East High,Later Enrollment,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,3,East High,Later Enrollment,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,1,East High,Later Enrollment,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,12,East High,Second Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,3,East High,Second Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,2,East High,Second Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,1,East High,Second Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,237,1,East High,Second Fall,Out-of-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,3,Fox Cities Leadership Academy,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,6,Fox Cities Leadership Academy,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,First Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,First Fall,Out-of-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,Second Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,21,1,Fox Cities Leadership Academy,Second Fall,Out-of-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,45,North High,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,90,North High,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,14,North High,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,3,North High,First Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,28,North High,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,24,North High,First Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,2,North High,First Fall,Out-of-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,2,North High,Later Enrollment,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,5,North High,Second Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,1,North High,Second Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,1,North High,Second Fall,Multiple,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,1,North High,Second Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,1,North High,Second Fall,Out-of-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,260,1,North High,Second Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,1,Renaissance School,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,5,Renaissance School,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,2,Renaissance School,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,7,Renaissance School,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,1,Renaissance School,First Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,1,Renaissance School,Later Enrollment,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,2,Renaissance School,Second Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,24,1,Renaissance School,Second Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,28,3,Tesla Engineering Charter School,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,28,10,Tesla Engineering Charter School,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,28,1,Tesla Engineering Charter School,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,28,3,Tesla Engineering Charter School,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,28,6,Tesla Engineering Charter School,First Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,11,2,Valley New School,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,11,3,Valley New School,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,11,2,Valley New School,First Fall,Multiple,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,11,2,Valley New School,First Fall,Out-of-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,203,45,West High,First Fall,In-State,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,203,50,West High,First Fall,In-State,4-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,203,11,West High,First Fall,In-State,Multiple
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,203,1,West High,First Fall,Multiple,2-Year
147,2017-18,191424269,15434,68.5,5471875.8100000005,12402.764610599974,63.5,61.3,0.094,0.689,0.159,0.358,Public,All Students,All Students,203,21,West High,First Fall,Multiple,Multiple
